ambito,unidades,municipios_con_proporcion,perdida_bruta_ha,recuperacion_bruta_ha,perdida_neta_ha,saldo_ponderado_inferior_ha,saldo_ponderado_superior_ha,perdida_bruta_anual_ha,recuperacion_bruta_anual_ha,perdida_neta_anual_ha,saldo_ponderado_inferior_anual_ha,saldo_ponderado_superior_anual_ha
"Guatemala, completación conservadora",342,172,244394.5698423800,191658.1433130200,52736.4265293600,116473.2315661560,123988.0278443613,61098.6424605950,47914.5358282550,13184.1066323400,29118.3078915390,30997.0069610903
