ambito,municipios,perdida_bruta_ha,recuperacion_bruta_ha,perdida_neta_ha,saldo_ponderado_inferior_ha,saldo_ponderado_superior_ha
Dominio de aplicación,172,220307.7120908400,184451.1027568300,35856.6093340100,99593.4143708060,107108.2106490114
