cod_dep,depto,codigo,municipio,perdida_bruta_ha,recuperacion_bruta_ha,perdida_neta_ha,tipo_unidad,perdida_neta_calculada_ha,perdida_bruta_anual_ha,recuperacion_bruta_anual_ha,perdida_neta_anual_ha,clasificacion_perdida_neta_reportada
19,Zacapa,1910,Huité,106.8177919000,137.2821408800,-30.4643489800,Municipio,-30.4643489800,26.7044479750,34.3205352200,-7.6160872450,Ganancia
19,Zacapa,1911,San Jorge,1.1240345900,0.0099689300,1.1140656600,Municipio,1.1140656600,0.2810086475,0.0024922325,0.2785164150,Pérdida
20,Chiquimula,2001,Chiquimula,1215.9342214000,18.9107429100,1197.0234784900,Municipio,1197.0234784900,303.9835553500,4.7276857275,299.2558696225,Pérdida
20,Chiquimula,2002,San José La Arada,323.1128568600,0.8653420100,322.2475148500,Municipio,322.2475148500,80.7782142150,0.2163355025,80.5618787125,Pérdida
20,Chiquimula,2003,San Juan la Ermita,2.3360506200,0.0000000000,2.3360506200,Municipio,2.3360506200,0.5840126550,0.0000000000,0.5840126550,Pérdida
20,Chiquimula,2004,Jocotán,80.5582712900,0.6917304800,79.8665408100,Municipio,79.8665408100,20.1395678225,0.1729326200,19.9666352025,Pérdida
20,Chiquimula,2005,Camotán,226.5919096800,1.4765028800,225.1154068000,Municipio,225.1154068000,56.6479774200,0.3691257200,56.2788517000,Pérdida
20,Chiquimula,2006,Olopa,1.4714022500,0.0865551400,1.3848471100,Municipio,1.3848471100,0.3678505625,0.0216387850,0.3462117775,Pérdida
20,Chiquimula,2007,Esquipulas,139.0243942200,3.5492065500,135.4751876700,Municipio,135.4751876700,34.7560985550,0.8873016375,33.8687969175,Pérdida
20,Chiquimula,2008,Concepción Las Minas,23.0430196000,53.5257999600,-30.4827803600,Municipio,-30.4827803600,5.7607549000,13.3814499900,-7.6206950900,Ganancia
20,Chiquimula,2009,Quezaltepeque,27.0962891800,0.5194490000,26.5768401800,Municipio,26.5768401800,6.7740722950,0.1298622500,6.6442100450,Pérdida
20,Chiquimula,2010,San Jacinto,0.0865394900,0.0865381500,0.0000013400,Municipio,0.0000013400,0.0216348725,0.0216345375,0.0000003350,Pérdida
20,Chiquimula,2011,Ipala,5.4565007900,61.8513560000,-56.3948552100,Municipio,-56.3948552100,1.3641251975,15.4628390000,-14.0987138025,Ganancia
21,Jalapa,2101,Jalapa,389.4654035500,143.3660539100,246.0993496400,Municipio,246.0993496400,97.3663508875,35.8415134775,61.5248374100,Pérdida
21,Jalapa,2102,San Pedro Pinula,251.5462359300,3.8989348500,247.6473010800,Municipio,247.6473010800,62.8865589825,0.9747337125,61.9118252700,Pérdida
21,Jalapa,2103,San Luis Jilotepeque,302.9444691500,12.5808555500,290.3636136000,Municipio,290.3636136000,75.7361172875,3.1452138875,72.5909034000,Pérdida
21,Jalapa,2104,San Manuel Chaparrón,18.5880290700,1.0109301000,17.5770989700,Municipio,17.5770989700,4.6470072675,0.2527325250,4.3942747425,Pérdida
21,Jalapa,2105,San Carlos Alzatate,10.7398781100,4.1568079600,6.5830701500,Municipio,6.5830701500,2.6849695275,1.0392019900,1.6457675375,Pérdida
21,Jalapa,2106,Monjas,9.7537771000,0.0865978600,9.6671792400,Municipio,9.6671792400,2.4384442750,0.0216494650,2.4167948100,Pérdida
21,Jalapa,2107,Mataquescuintla,180.2354735600,48.0494971700,132.1859763900,Municipio,132.1859763900,45.0588683900,12.0123742925,33.0464940975,Pérdida
22,Jutiapa,2201,Jutiapa,103.7887547100,11.0079022300,92.7808524800,Municipio,92.7808524800,25.9471886775,2.7519755575,23.1952131200,Pérdida
22,Jutiapa,2202,El Progreso,0.0000000000,0.0000000000,0.0000000000,Municipio,0.0000000000,0.0000000000,0.0000000000,0.0000000000,Equilibrio
22,Jutiapa,2203,Santa Catarina Mita,22.2001544400,9.7004254000,12.4997290400,Municipio,12.4997290400,5.5500386100,2.4251063500,3.1249322600,Pérdida
22,Jutiapa,2204,Agua Blanca,44.4970645700,113.2390549100,-68.7419903400,Municipio,-68.7419903400,11.1242661425,28.3097637275,-17.1854975850,Ganancia
22,Jutiapa,2205,Asunción Mita,33.3087381400,269.1303485500,-235.8216104100,Municipio,-235.8216104100,8.3271845350,67.2825871375,-58.9554026025,Ganancia
22,Jutiapa,2206,Yupiltepeque,0.0000000000,0.0000000000,0.0000000000,Municipio,0.0000000000,0.0000000000,0.0000000000,0.0000000000,Equilibrio
22,Jutiapa,2207,Atescatempa,0.0000000000,1.9149837200,-1.9149837200,Municipio,-1.9149837200,0.0000000000,0.4787459300,-0.4787459300,Ganancia
22,Jutiapa,2208,Jerez,47.9646415900,8.6799854600,39.2846561300,Municipio,39.2846561300,11.9911603975,2.1699963650,9.8211640325,Pérdida
22,Jutiapa,2209,El Adelanto,0.0000000000,19.5122635900,-19.5122635900,Municipio,-19.5122635900,0.0000000000,4.8780658975,-4.8780658975,Ganancia
22,Jutiapa,2210,Zapotitlán,3.5739366200,55.4908941600,-51.9169575400,Municipio,-51.9169575400,0.8934841550,13.8727235400,-12.9792393850,Ganancia
22,Jutiapa,2211,Comapa,21.2676856100,161.8131060800,-140.5454204700,Municipio,-140.5454204700,5.3169214025,40.4532765200,-35.1363551175,Ganancia
22,Jutiapa,2212,Jalpatagua,392.9120424500,222.4595400400,170.4525024100,Municipio,170.4525024100,98.2280106125,55.6148850100,42.6131256025,Pérdida
22,Jutiapa,2213,Conguaco,52.5761510900,9.0256147700,43.5505363200,Municipio,43.5505363200,13.1440377725,2.2564036925,10.8876340800,Pérdida
22,Jutiapa,2214,Moyuta,351.3364968900,184.0305041900,167.3059927000,Municipio,167.3059927000,87.8341242225,46.0076260475,41.8264981750,Pérdida
22,Jutiapa,2215,Pasaco,65.0754267900,83.6759956400,-18.6005688500,Municipio,-18.6005688500,16.2688566975,20.9189989100,-4.6501422125,Ganancia
22,Jutiapa,2216,San José Acatempa,48.9762432500,12.7543172000,36.2219260500,Municipio,36.2219260500,12.2440608125,3.1885793000,9.0554815125,Pérdida
22,Jutiapa,2217,Quesada,19.8927570200,0.0000000000,19.8927570200,Municipio,19.8927570200,4.9731892550,0.0000000000,4.9731892550,Pérdida
