cod_dep,depto,codigo,municipio,perdida_bruta_ha,recuperacion_bruta_ha,perdida_neta_ha,tipo_unidad,grupo_territorial_id,proporcion_grupo_id,grupo_territorial_nombre,sitios_referencia,intervalo_proporcion_regeneracion_equivalente,proporcion_regeneracion_equivalente_min,proporcion_regeneracion_equivalente_central,proporcion_regeneracion_equivalente_max,tratamiento_intervalo,fundamento_vinculacion_sitios,saldo_ponderado_inferior_ha,saldo_ponderado_superior_ha,saldo_ponderado_central_ha,clasificacion_perdida_neta_reportada,clasificacion_ponderada,brecha_ponderacion_inferior_ha,brecha_ponderacion_superior_ha,proporcion_regeneracion_equivalente_critica
10,Suchitepéquez,1013,Chicacao,268.4469035600,2458.0701950800,-2189.6232915200,Municipio,REG-TB-HUM,REG-TB-HUM,Tierras bajas húmedas del Caribe y del Pacífico,"Barro Colorado, Panamá, y Sarapiquí, Costa Rica",59.3-76.6%,0.5930000000,0.6795000000,0.7660000000,Intervalo directo de valores publicados por sitio,Bosques tropicales húmedos de baja altitud y alta disponibilidad de agua.,-1614.4348658713,-1189.1887221224,-1401.8117939969,Ganancia,Ganancia,575.1884256487,1000.4345693976,0.1092104302
10,Suchitepéquez,1014,Patulul,308.3218701000,617.7374177200,-309.4155476200,Municipio,REG-TB-HUM,REG-TB-HUM,Tierras bajas húmedas del Caribe y del Pacífico,"Barro Colorado, Panamá, y Sarapiquí, Costa Rica",59.3-76.6%,0.5930000000,0.6795000000,0.7660000000,Intervalo directo de valores publicados por sitio,Bosques tropicales húmedos de baja altitud y alta disponibilidad de agua.,-164.8649918735,-57.9964186080,-111.4307052407,Ganancia,Ganancia,144.5505557465,251.4191290120,0.4991147715
10,Suchitepéquez,1020,Río Bravo,365.2839713200,187.6637144500,177.6202568700,Municipio,REG-TB-HUM,REG-TB-HUM,Tierras bajas húmedas del Caribe y del Pacífico,"Barro Colorado, Panamá, y Sarapiquí, Costa Rica",59.3-76.6%,0.5930000000,0.6795000000,0.7660000000,Intervalo directo de valores publicados por sitio,Bosques tropicales húmedos de baja altitud y alta disponibilidad de agua.,221.5335660513,253.9993886511,237.7664773512,Pérdida,Pérdida,43.9133091813,76.3791317811,1.9464816221
10,Suchitepéquez,1021,La Máquina,30.0830834700,412.8064195700,-382.7233361000,Municipio,REG-TB-HUM,REG-TB-HUM,Tierras bajas húmedas del Caribe y del Pacífico,"Barro Colorado, Panamá, y Sarapiquí, Costa Rica",59.3-76.6%,0.5930000000,0.6795000000,0.7660000000,Intervalo directo de valores publicados por sitio,Bosques tropicales húmedos de baja altitud y alta disponibilidad de agua.,-286.1266339206,-214.7111233350,-250.4188786278,Ganancia,Ganancia,96.5967021794,168.0122127650,0.0728745534
11,Retalhuleu,1101,Retalhuleu,976.9842781300,2092.0490755200,-1115.0647973900,Municipio,REG-TB-HUM,REG-TB-HUM,Tierras bajas húmedas del Caribe y del Pacífico,"Barro Colorado, Panamá, y Sarapiquí, Costa Rica",59.3-76.6%,0.5930000000,0.6795000000,0.7660000000,Intervalo directo de valores publicados por sitio,Bosques tropicales húmedos de baja altitud y alta disponibilidad de agua.,-625.5253137183,-263.6008236534,-444.5630686858,Ganancia,Ganancia,489.5394836717,851.4639737366,0.4669987380
11,Retalhuleu,1102,San Sebastián,21.8950861900,162.9774359100,-141.0823497200,Municipio,REG-TB-HUM,REG-TB-HUM,Tierras bajas húmedas del Caribe y del Pacífico,"Barro Colorado, Panamá, y Sarapiquí, Costa Rica",59.3-76.6%,0.5930000000,0.6795000000,0.7660000000,Intervalo directo de valores publicados por sitio,Bosques tropicales húmedos de baja altitud y alta disponibilidad de agua.,-102.9456297171,-74.7505333046,-88.8480815108,Ganancia,Ganancia,38.1367200029,66.3318164154,0.1343442794
11,Retalhuleu,1103,Santa Cruz Muluá,264.6805660900,588.3767677500,-323.6962016600,Municipio,REG-TB-HUM,REG-TB-HUM,Tierras bajas húmedas del Caribe y del Pacífico,"Barro Colorado, Panamá, y Sarapiquí, Costa Rica",59.3-76.6%,0.5930000000,0.6795000000,0.7660000000,Intervalo directo de valores publicados por sitio,Bosques tropicales húmedos de baja altitud y alta disponibilidad de agua.,-186.0160380065,-84.2268571857,-135.1214475961,Ganancia,Ganancia,137.6801636535,239.4693444743,0.4498487714
11,Retalhuleu,1104,San Martín Zapotitlán,30.3970884000,0.0000000000,30.3970884000,Municipio,REG-TB-HUM,REG-TB-HUM,Tierras bajas húmedas del Caribe y del Pacífico,"Barro Colorado, Panamá, y Sarapiquí, Costa Rica",59.3-76.6%,0.5930000000,0.6795000000,0.7660000000,Intervalo directo de valores publicados por sitio,Bosques tropicales húmedos de baja altitud y alta disponibilidad de agua.,30.3970884000,30.3970884000,30.3970884000,Pérdida,Pérdida,0.0000000000,0.0000000000,
11,Retalhuleu,1105,San Felipe Retalhuleu,68.6044174200,31.1237178200,37.4806996000,Municipio,REG-TB-HUM,REG-TB-HUM,Tierras bajas húmedas del Caribe y del Pacífico,"Barro Colorado, Panamá, y Sarapiquí, Costa Rica",59.3-76.6%,0.5930000000,0.6795000000,0.7660000000,Intervalo directo de valores publicados por sitio,Bosques tropicales húmedos de baja altitud y alta disponibilidad de agua.,44.7636495699,50.1480527527,47.4558511613,Pérdida,Pérdida,7.2829499699,12.6673531527,2.2042487924
11,Retalhuleu,1106,San Andrés Villa Seca,793.8298810500,1072.2269761000,-278.3970950500,Municipio,REG-TB-HUM,REG-TB-HUM,Tierras bajas húmedas del Caribe y del Pacífico,"Barro Colorado, Panamá, y Sarapiquí, Costa Rica",59.3-76.6%,0.5930000000,0.6795000000,0.7660000000,Intervalo directo de valores publicados por sitio,Bosques tropicales húmedos de baja altitud y alta disponibilidad de agua.,-27.4959826426,157.9992842227,65.2516507901,Ganancia,Indeterminado,250.9011124074,436.3963792727,0.7403561921
11,Retalhuleu,1107,Champerico,403.4097824100,1010.8792308500,-607.4694484400,Municipio,REG-TB-HUM,REG-TB-HUM,Tierras bajas húmedas del Caribe y del Pacífico,"Barro Colorado, Panamá, y Sarapiquí, Costa Rica",59.3-76.6%,0.5930000000,0.6795000000,0.7660000000,Intervalo directo de valores publicados por sitio,Bosques tropicales húmedos de baja altitud y alta disponibilidad de agua.,-370.9237084211,-196.0416014840,-283.4826549526,Ganancia,Ganancia,236.5457400189,411.4278469559,0.3990682270
11,Retalhuleu,1108,Nuevo San Carlos,124.6958713500,339.7133156400,-215.0174442900,Municipio,REG-TB-HUM,REG-TB-HUM,Tierras bajas húmedas del Caribe y del Pacífico,"Barro Colorado, Panamá, y Sarapiquí, Costa Rica",59.3-76.6%,0.5930000000,0.6795000000,0.7660000000,Intervalo directo de valores publicados por sitio,Bosques tropicales húmedos de baja altitud y alta disponibilidad de agua.,-135.5245284302,-76.7541248245,-106.1393266274,Ganancia,Ganancia,79.4929158598,138.2633194655,0.3670620656
11,Retalhuleu,1109,El Asintal,144.0838790200,454.1473725200,-310.0634935000,Municipio,REG-TB-HUM,REG-TB-HUM,Tierras bajas húmedas del Caribe y del Pacífico,"Barro Colorado, Panamá, y Sarapiquí, Costa Rica",59.3-76.6%,0.5930000000,0.6795000000,0.7660000000,Intervalo directo de valores publicados por sitio,Bosques tropicales húmedos de baja altitud y alta disponibilidad de agua.,-203.7930083303,-125.2255128844,-164.5092606073,Ganancia,Ganancia,106.2704851697,184.8379806156,0.3172623860
12,San Marcos,1212,Nuevo Progreso,107.3661746800,517.3963642600,-410.0301895800,Municipio,REG-TB-HUM,REG-TB-HUM,Tierras bajas húmedas del Caribe y del Pacífico,"Barro Colorado, Panamá, y Sarapiquí, Costa Rica",59.3-76.6%,0.5930000000,0.6795000000,0.7660000000,Intervalo directo de valores publicados por sitio,Bosques tropicales húmedos de baja altitud y alta disponibilidad de agua.,-288.9594403432,-199.4498693262,-244.2046548347,Ganancia,Ganancia,121.0707492368,210.5803202538,0.2075124259
12,San Marcos,1213,El Tumbador,117.7528046900,276.6380071800,-158.8852024900,Municipio,REG-TB-HUM,REG-TB-HUM,Tierras bajas húmedas del Caribe y del Pacífico,"Barro Colorado, Panamá, y Sarapiquí, Costa Rica",59.3-76.6%,0.5930000000,0.6795000000,0.7660000000,Intervalo directo de valores publicados por sitio,Bosques tropicales húmedos de baja altitud y alta disponibilidad de agua.,-94.1519088099,-46.2935335677,-70.2227211888,Ganancia,Ganancia,64.7332936801,112.5916689223,0.4256566402
12,San Marcos,1214,El Rodeo,8.5659372700,50.7291197700,-42.1631825000,Municipio,REG-TB-HUM,REG-TB-HUM,Tierras bajas húmedas del Caribe y del Pacífico,"Barro Colorado, Panamá, y Sarapiquí, Costa Rica",59.3-76.6%,0.5930000000,0.6795000000,0.7660000000,Intervalo directo de valores publicados por sitio,Bosques tropicales húmedos de baja altitud y alta disponibilidad de agua.,-30.2925684738,-21.5164307536,-25.9044996137,Ganancia,Ganancia,11.8706140262,20.6467517464,0.1688564144
12,San Marcos,1215,Malacatán,93.8634923100,1039.6022659700,-945.7387736600,Municipio,REG-TB-HUM,REG-TB-HUM,Tierras bajas húmedas del Caribe y del Pacífico,"Barro Colorado, Panamá, y Sarapiquí, Costa Rica",59.3-76.6%,0.5930000000,0.6795000000,0.7660000000,Intervalo directo de valores publicados por sitio,Bosques tropicales húmedos de baja altitud y alta disponibilidad de agua.,-702.4718434230,-522.6206514102,-612.5462474166,Ganancia,Ganancia,243.2669302370,423.1181222498,0.0902878874
12,San Marcos,1216,Catarina,53.8228048700,273.2671472100,-219.4443423400,Municipio,REG-TB-HUM,REG-TB-HUM,Tierras bajas húmedas del Caribe y del Pacífico,"Barro Colorado, Panamá, y Sarapiquí, Costa Rica",59.3-76.6%,0.5930000000,0.6795000000,0.7660000000,Intervalo directo de valores publicados por sitio,Bosques tropicales húmedos de baja altitud y alta disponibilidad de agua.,-155.4998298929,-108.2246134255,-131.8622216592,Ganancia,Ganancia,63.9445124471,111.2197289145,0.1969603936
12,San Marcos,1217,Ayutla,45.8048868300,15.0318768200,30.7730100100,Municipio,REG-TB-HUM,REG-TB-HUM,Tierras bajas húmedas del Caribe y del Pacífico,"Barro Colorado, Panamá, y Sarapiquí, Costa Rica",59.3-76.6%,0.5930000000,0.6795000000,0.7660000000,Intervalo directo de valores publicados por sitio,Bosques tropicales húmedos de baja altitud y alta disponibilidad de agua.,34.2904691859,36.8909838757,35.5907265308,Pérdida,Pérdida,3.5174591759,6.1179738657,3.0471834874
12,San Marcos,1218,Ocós,26.6230889600,64.0512311800,-37.4281422200,Municipio,REG-TB-HUM,REG-TB-HUM,Tierras bajas húmedas del Caribe y del Pacífico,"Barro Colorado, Panamá, y Sarapiquí, Costa Rica",59.3-76.6%,0.5930000000,0.6795000000,0.7660000000,Intervalo directo de valores publicados por sitio,Bosques tropicales húmedos de baja altitud y alta disponibilidad de agua.,-22.4401541239,-11.3592911297,-16.8997226268,Ganancia,Ganancia,14.9879880961,26.0688510903,0.4156530401
12,San Marcos,1219,San Pablo,42.1756427800,409.3754008200,-367.1997580400,Municipio,REG-TB-HUM,REG-TB-HUM,Tierras bajas húmedas del Caribe y del Pacífico,"Barro Colorado, Panamá, y Sarapiquí, Costa Rica",59.3-76.6%,0.5930000000,0.6795000000,0.7660000000,Intervalo directo de valores publicados por sitio,Bosques tropicales húmedos de baja altitud y alta disponibilidad de agua.,-271.4059142481,-200.5839699063,-235.9949420772,Ganancia,Ganancia,95.7938437919,166.6157881337,0.1030243700
12,San Marcos,1220,El Quetzal,9.9563145100,45.3644553200,-35.4081408100,Municipio,REG-TB-HUM,REG-TB-HUM,Tierras bajas húmedas del Caribe y del Pacífico,"Barro Colorado, Panamá, y Sarapiquí, Costa Rica",59.3-76.6%,0.5930000000,0.6795000000,0.7660000000,Intervalo directo de valores publicados por sitio,Bosques tropicales húmedos de baja altitud y alta disponibilidad de agua.,-24.7928582651,-16.9448074948,-20.8688328799,Ganancia,Ganancia,10.6152825449,18.4633333152,0.2194739128
12,San Marcos,1221,La Reforma,6.0560140400,27.0287839800,-20.9727699400,Municipio,REG-TB-HUM,REG-TB-HUM,Tierras bajas húmedas del Caribe y del Pacífico,"Barro Colorado, Panamá, y Sarapiquí, Costa Rica",59.3-76.6%,0.5930000000,0.6795000000,0.7660000000,Intervalo directo de valores publicados por sitio,Bosques tropicales húmedos de baja altitud y alta disponibilidad de agua.,-14.6480344887,-9.9720548601,-12.3100446744,Ganancia,Ganancia,6.3247354513,11.0007150799,0.2240579541
12,San Marcos,1222,Pajapita,589.6688456800,1006.9198436600,-417.2509979800,Municipio,REG-TB-HUM,REG-TB-HUM,Tierras bajas húmedas del Caribe y del Pacífico,"Barro Colorado, Panamá, y Sarapiquí, Costa Rica",59.3-76.6%,0.5930000000,0.6795000000,0.7660000000,Intervalo directo de valores publicados por sitio,Bosques tropicales húmedos de baja altitud y alta disponibilidad de agua.,-181.6317545636,-7.4346216104,-94.5331880870,Ganancia,Ganancia,235.6192434164,409.8163763696,0.5856164713
12,San Marcos,1230,La Blanca,105.5209006700,133.5401244200,-28.0192237500,Municipio,REG-TB-HUM,REG-TB-HUM,Tierras bajas húmedas del Caribe y del Pacífico,"Barro Colorado, Panamá, y Sarapiquí, Costa Rica",59.3-76.6%,0.5930000000,0.6795000000,0.7660000000,Intervalo directo de valores publicados por sitio,Bosques tropicales húmedos de baja altitud y alta disponibilidad de agua.,3.2291653643,26.3316068889,14.7803861266,Ganancia,Pérdida,31.2483891143,54.3508306389,0.7901812368
13,Huehuetenango,1305,Nentón,510.2892541800,181.9027562400,328.3864979400,Municipio,REG-PET-FTN,REG-PET-FTN,Sur de Petén y vertiente norte,"Chajul, México",59.4%,0.5940000000,0.5940000000,0.5940000000,Intervalo directo de valores publicados por sitio,Bosques húmedos de tierras bajas del ámbito de la Selva Maya.,402.2390169734,402.2390169734,402.2390169734,Pérdida,Pérdida,73.8525190334,73.8525190334,2.8052859931
13,Huehuetenango,1307,Jacaltenango,79.0605150100,1.3754714700,77.6850435400,Municipio,REG-PET-FTN,REG-PET-FTN,Sur de Petén y vertiente norte,"Chajul, México",59.4%,0.5940000000,0.5940000000,0.5940000000,Intervalo directo de valores publicados por sitio,Bosques húmedos de tierras bajas del ámbito de la Selva Maya.,78.2434849568,78.2434849568,78.2434849568,Pérdida,Pérdida,0.5584414168,0.5584414168,57.4788476056
13,Huehuetenango,1318,San Mateo Ixtatán,1338.8678244400,94.2441145400,1244.6237099000,Municipio,REG-PET-FTN,REG-PET-FTN,Sur de Petén y vertiente norte,"Chajul, México",59.4%,0.5940000000,0.5940000000,0.5940000000,Intervalo directo de valores publicados por sitio,Bosques húmedos de tierras bajas del ámbito de la Selva Maya.,1282.8868204032,1282.8868204032,1282.8868204032,Pérdida,Pérdida,38.2631105032,38.2631105032,14.2063812788
13,Huehuetenango,1322,Concepción Huista,39.8545233400,3.8834704100,35.9710529300,Municipio,REG-PET-FTN,REG-PET-FTN,Sur de Petén y vertiente norte,"Chajul, México",59.4%,0.5940000000,0.5940000000,0.5940000000,Intervalo directo de valores publicados por sitio,Bosques húmedos de tierras bajas del ámbito de la Selva Maya.,37.5477419165,37.5477419165,37.5477419165,Pérdida,Pérdida,1.5766889865,1.5766889865,10.2626051269
13,Huehuetenango,1324,San Antonio Huista,2.5757253000,0.1723514400,2.4033738600,Municipio,REG-PET-FTN,REG-PET-FTN,Sur de Petén y vertiente norte,"Chajul, México",59.4%,0.5940000000,0.5940000000,0.5940000000,Intervalo directo de valores publicados por sitio,Bosques húmedos de tierras bajas del ámbito de la Selva Maya.,2.4733485446,2.4733485446,2.4733485446,Pérdida,Pérdida,0.0699746846,0.0699746846,14.9446114288
13,Huehuetenango,1325,San Sebastián Coatán,41.1100720100,44.2521504200,-3.1420784100,Municipio,REG-PET-FTN,REG-PET-FTN,Sur de Petén y vertiente norte,"Chajul, México",59.4%,0.5940000000,0.5940000000,0.5940000000,Intervalo directo de valores publicados por sitio,Bosques húmedos de tierras bajas del ámbito de la Selva Maya.,14.8242946605,14.8242946605,14.8242946605,Ganancia,Pérdida,17.9663730705,17.9663730705,0.9289960289
13,Huehuetenango,1326,Barillas,3000.8787835800,2906.9685941100,93.9101894700,Municipio,REG-PET-FTN,REG-PET-FTN,Sur de Petén y vertiente norte,"Chajul, México",59.4%,0.5940000000,0.5940000000,0.5940000000,Intervalo directo de valores publicados por sitio,Bosques húmedos de tierras bajas del ámbito de la Selva Maya.,1274.1394386787,1274.1394386787,1274.1394386787,Pérdida,Pérdida,1180.2292492087,1180.2292492087,1.0323051957
13,Huehuetenango,1331,Santa Ana Huista,9.5624877600,0.2584681300,9.3040196300,Municipio,REG-PET-FTN,REG-PET-FTN,Sur de Petén y vertiente norte,"Chajul, México",59.4%,0.5940000000,0.5940000000,0.5940000000,Intervalo directo de valores publicados por sitio,Bosques húmedos de tierras bajas del ámbito de la Selva Maya.,9.4089576908,9.4089576908,9.4089576908,Pérdida,Pérdida,0.1049380608,0.1049380608,36.9967769721
13,Huehuetenango,1332,Unión Cantinil,8.7918464000,0.0000000000,8.7918464000,Municipio,REG-PET-FTN,REG-PET-FTN,Sur de Petén y vertiente norte,"Chajul, México",59.4%,0.5940000000,0.5940000000,0.5940000000,Intervalo directo de valores publicados por sitio,Bosques húmedos de tierras bajas del ámbito de la Selva Maya.,8.7918464000,8.7918464000,8.7918464000,Pérdida,Pérdida,0.0000000000,0.0000000000,
13,Huehuetenango,1333,Petatán,0.6127797800,0.0000000000,0.6127797800,Municipio,REG-PET-FTN,REG-PET-FTN,Sur de Petén y vertiente norte,"Chajul, México",59.4%,0.5940000000,0.5940000000,0.5940000000,Intervalo directo de valores publicados por sitio,Bosques húmedos de tierras bajas del ámbito de la Selva Maya.,0.6127797800,0.6127797800,0.6127797800,Pérdida,Pérdida,0.0000000000,0.0000000000,
14,Quiché,1405,Chajul,1002.1215214000,1993.1186264000,-990.9971050000,Municipio,REG-PET-FTN,REG-PET-FTN,Sur de Petén y vertiente norte,"Chajul, México",59.4%,0.5940000000,0.5940000000,0.5940000000,Intervalo directo de valores publicados por sitio,Bosques húmedos de tierras bajas del ámbito de la Selva Maya.,-181.7909426816,-181.7909426816,-181.7909426816,Ganancia,Ganancia,809.2061623184,809.2061623184,0.5027907060
14,Quiché,1411,San Juan Cotzal,264.2703283300,47.6419305100,216.6283978200,Municipio,REG-PET-FTN,REG-PET-FTN,Sur de Petén y vertiente norte,"Chajul, México",59.4%,0.5940000000,0.5940000000,0.5940000000,Intervalo directo de valores publicados por sitio,Bosques húmedos de tierras bajas del ámbito de la Selva Maya.,235.9710216071,235.9710216071,235.9710216071,Pérdida,Pérdida,19.3426237871,19.3426237871,5.5470113302
14,Quiché,1413,Nebaj,974.1508499600,1293.4022833700,-319.2514334100,Municipio,REG-PET-FTN,REG-PET-FTN,Sur de Petén y vertiente norte,"Chajul, México",59.4%,0.5940000000,0.5940000000,0.5940000000,Intervalo directo de valores publicados por sitio,Bosques húmedos de tierras bajas del ámbito de la Selva Maya.,205.8698936382,205.8698936382,205.8698936382,Ganancia,Pérdida,525.1213270482,525.1213270482,0.7531692672
14,Quiché,1415,Uspantán,1963.2554621700,720.7533896000,1242.5020725700,Municipio,REG-PET-FTN,REG-PET-FTN,Sur de Petén y vertiente norte,"Chajul, México",59.4%,0.5940000000,0.5940000000,0.5940000000,Intervalo directo de valores publicados por sitio,Bosques húmedos de tierras bajas del ámbito de la Selva Maya.,1535.1279487476,1535.1279487476,1535.1279487476,Pérdida,Pérdida,292.6258761776,292.6258761776,2.7238934849
14,Quiché,1416,Sacapulas,227.7604692200,136.2240660100,91.5364032100,Municipio,REG-SEC-MOT,REG-SEC-MOT,"Valles secos interiores, Motagua y Salamá–Chixoy","Sitios secos de Bolivia, Brasil y México",25-65%,0.2500000000,0.4500000000,0.6500000000,Intervalo de sitios secos con redondeo exterior a incrementos de 0.05,Mayor déficit hídrico y recuperación generalmente más lenta.,139.2148263135,193.7044527175,166.4596395155,Pérdida,Pérdida,47.6784231035,102.1680495075,1.6719547132
14,Quiché,1417,San Bartolomé Jocotenango,342.9184694800,168.0114752600,174.9069942200,Municipio,REG-SEC-MOT,REG-SEC-MOT,"Valles secos interiores, Motagua y Salamá–Chixoy","Sitios secos de Bolivia, Brasil y México",25-65%,0.2500000000,0.4500000000,0.6500000000,Intervalo de sitios secos con redondeo exterior a incrementos de 0.05,Mayor déficit hídrico y recuperación generalmente más lenta.,233.7110105610,300.9156006650,267.3133056130,Pérdida,Pérdida,58.8040163410,126.0086064450,2.0410419523
14,Quiché,1418,Canillá,105.9588890900,341.4591077800,-235.5002186900,Municipio,REG-SEC-MOT,REG-SEC-MOT,"Valles secos interiores, Motagua y Salamá–Chixoy","Sitios secos de Bolivia, Brasil y México",25-65%,0.2500000000,0.4500000000,0.6500000000,Intervalo de sitios secos con redondeo exterior a incrementos de 0.05,Mayor déficit hídrico y recuperación generalmente más lenta.,-115.9895309670,20.5941121450,-47.6977094110,Ganancia,Indeterminado,119.5106877230,256.0943308350,0.3103120891
14,Quiché,1419,Chicamán,883.0235882100,78.2356461000,804.7879421100,Municipio,REG-PET-FTN,REG-PET-FTN,Sur de Petén y vertiente norte,"Chajul, México",59.4%,0.5940000000,0.5940000000,0.5940000000,Intervalo directo de valores publicados por sitio,Bosques húmedos de tierras bajas del ámbito de la Selva Maya.,836.5516144266,836.5516144266,836.5516144266,Pérdida,Pérdida,31.7636723166,31.7636723166,11.2867168897
14,Quiché,1420,Ixcán,3420.6328027500,4393.4043389300,-972.7715361800,Municipio,REG-PET-FTN,REG-PET-FTN,Sur de Petén y vertiente norte,"Chajul, México",59.4%,0.5940000000,0.5940000000,0.5940000000,Intervalo directo de valores publicados por sitio,Bosques húmedos de tierras bajas del ámbito de la Selva Maya.,810.9506254256,810.9506254256,810.9506254256,Ganancia,Pérdida,1783.7221616056,1783.7221616056,0.7785836538
14,Quiché,1421,Pachalum,6.8273412800,0.2593001900,6.5680410900,Municipio,REG-SEC-MOT,REG-SEC-MOT,"Valles secos interiores, Motagua y Salamá–Chixoy","Sitios secos de Bolivia, Brasil y México",25-65%,0.2500000000,0.4500000000,0.6500000000,Intervalo de sitios secos con redondeo exterior a incrementos de 0.05,Mayor déficit hídrico y recuperación generalmente más lenta.,6.6587961565,6.7625162325,6.7106561945,Pérdida,Pérdida,0.0907550665,0.1944751425,26.3298738038
15,Baja Verapaz,1501,Salamá,849.1907205000,199.2260475800,649.9646729200,Municipio,REG-SEC-MOT,REG-SEC-MOT,"Valles secos interiores, Motagua y Salamá–Chixoy","Sitios secos de Bolivia, Brasil y México",25-65%,0.2500000000,0.4500000000,0.6500000000,Intervalo de sitios secos con redondeo exterior a incrementos de 0.05,Mayor déficit hídrico y recuperación generalmente más lenta.,719.6937895730,799.3842086050,759.5389990890,Pérdida,Pérdida,69.7291166530,149.4195356850,4.2624482632
15,Baja Verapaz,1502,San Miguel Chicaj,52.4261172000,38.6209020900,13.8052151100,Municipio,REG-SEC-MOT,REG-SEC-MOT,"Valles secos interiores, Motagua y Salamá–Chixoy","Sitios secos de Bolivia, Brasil y México",25-65%,0.2500000000,0.4500000000,0.6500000000,Intervalo de sitios secos con redondeo exterior a incrementos de 0.05,Mayor déficit hídrico y recuperación generalmente más lenta.,27.3225308415,42.7708916775,35.0467112595,Pérdida,Pérdida,13.5173157315,28.9656765675,1.3574544965
15,Baja Verapaz,1503,Rabinal,153.6873849000,15.8474058300,137.8399790700,Municipio,REG-SEC-MOT,REG-SEC-MOT,"Valles secos interiores, Motagua y Salamá–Chixoy","Sitios secos de Bolivia, Brasil y México",25-65%,0.2500000000,0.4500000000,0.6500000000,Intervalo de sitios secos con redondeo exterior a incrementos de 0.05,Mayor déficit hídrico y recuperación generalmente más lenta.,143.3865711105,149.7255334425,146.5560522765,Pérdida,Pérdida,5.5465920405,11.8855543725,9.6979522421
15,Baja Verapaz,1504,Cubulco,1021.9000433900,9.8392989600,1012.0607444300,Municipio,REG-SEC-MOT,REG-SEC-MOT,"Valles secos interiores, Motagua y Salamá–Chixoy","Sitios secos de Bolivia, Brasil y México",25-65%,0.2500000000,0.4500000000,0.6500000000,Intervalo de sitios secos con redondeo exterior a incrementos de 0.05,Mayor déficit hídrico y recuperación generalmente más lenta.,1015.5044990660,1019.4402186500,1017.4723588580,Pérdida,Pérdida,3.4437546360,7.3794742200,103.8590297484
15,Baja Verapaz,1505,Granados,150.4384114000,3.3155674100,147.1228439900,Municipio,REG-SEC-MOT,REG-SEC-MOT,"Valles secos interiores, Motagua y Salamá–Chixoy","Sitios secos de Bolivia, Brasil y México",25-65%,0.2500000000,0.4500000000,0.6500000000,Intervalo de sitios secos con redondeo exterior a incrementos de 0.05,Mayor déficit hídrico y recuperación generalmente más lenta.,148.2832925835,149.6095195475,148.9464060655,Pérdida,Pérdida,1.1604485935,2.4866755575,45.3733532747
15,Baja Verapaz,1506,El Chol,36.2148505000,2.2760410200,33.9388094800,Municipio,REG-SEC-MOT,REG-SEC-MOT,"Valles secos interiores, Motagua y Salamá–Chixoy","Sitios secos de Bolivia, Brasil y México",25-65%,0.2500000000,0.4500000000,0.6500000000,Intervalo de sitios secos con redondeo exterior a incrementos de 0.05,Mayor déficit hídrico y recuperación generalmente más lenta.,34.7354238370,35.6458402450,35.1906320410,Pérdida,Pérdida,0.7966143570,1.7070307650,15.9113347175
15,Baja Verapaz,1507,San Jerónimo,684.2164644900,30.6433171700,653.5731473200,Municipio,REG-SEC-MOT,REG-SEC-MOT,"Valles secos interiores, Motagua y Salamá–Chixoy","Sitios secos de Bolivia, Brasil y México",25-65%,0.2500000000,0.4500000000,0.6500000000,Intervalo de sitios secos con redondeo exterior a incrementos de 0.05,Mayor déficit hídrico y recuperación generalmente más lenta.,664.2983083295,676.5556351975,670.4269717635,Pérdida,Pérdida,10.7251610095,22.9824878775,22.3284072248
16,Alta Verapaz,1607,Panzós,1981.1605313900,54.6013363800,1926.5591950100,Municipio,REG-PET-FTN,REG-PET-FTN,Sur de Petén y vertiente norte,"Chajul, México",59.4%,0.5940000000,0.5940000000,0.5940000000,Intervalo directo de valores publicados por sitio,Bosques húmedos de tierras bajas del ámbito de la Selva Maya.,1948.7273375803,1948.7273375803,1948.7273375803,Pérdida,Pérdida,22.1681425703,22.1681425703,36.2841033341
16,Alta Verapaz,1608,Senahú,3231.6878176500,91.4759187400,3140.2118989100,Municipio,REG-PET-FTN,REG-PET-FTN,Sur de Petén y vertiente norte,"Chajul, México",59.4%,0.5940000000,0.5940000000,0.5940000000,Intervalo directo de valores publicados por sitio,Bosques húmedos de tierras bajas del ámbito de la Selva Maya.,3177.3511219184,3177.3511219184,3177.3511219184,Pérdida,Pérdida,37.1392230084,37.1392230084,35.3282903540
16,Alta Verapaz,1609,San Pedro Carchá,3369.2938635100,1177.1890391300,2192.1048243800,Municipio,REG-PET-FTN,REG-PET-FTN,Sur de Petén y vertiente norte,"Chajul, México",59.4%,0.5940000000,0.5940000000,0.5940000000,Intervalo directo de valores publicados por sitio,Bosques húmedos de tierras bajas del ámbito de la Selva Maya.,2670.0435742668,2670.0435742668,2670.0435742668,Pérdida,Pérdida,477.9387498868,477.9387498868,2.8621519157
16,Alta Verapaz,1610,San Juan Chamelco,262.1493808500,379.8429125800,-117.6935317300,Municipio,REG-PET-FTN,REG-PET-FTN,Sur de Petén y vertiente norte,"Chajul, México",59.4%,0.5940000000,0.5940000000,0.5940000000,Intervalo directo de valores publicados por sitio,Bosques húmedos de tierras bajas del ámbito de la Selva Maya.,36.5226907775,36.5226907775,36.5226907775,Ganancia,Pérdida,154.2162225075,154.2162225075,0.6901520923
