ambito,municipios,perdida_bruta_ha,recuperacion_bruta_ha,perdida_neta_ha,saldo_estructural_inferior_ha,saldo_estructural_superior_ha
Trece municipios con evidencia estructural de manglar,13,12990.3645983800,7950.7602120700,5039.6043863100,8075.3491945549,8653.5863008873
