cod_dep,depto,codigo,municipio,perdida_bruta_ha,ganancia_bruta_ha,balance_neto_cobertura_ha,tipo_unidad
10,Suchitepéquez,1018,Zunilito,0.0,0.0,0.0,Municipio
10,Suchitepéquez,1019,Pueblo Nuevo,18.02905907,0.0,18.02905907,Municipio
10,Suchitepéquez,1020,Río Bravo,365.28397132,187.66371445,177.62025687,Municipio
10,Suchitepéquez,1021,La Máquina,30.08308347,412.80641957,-382.7233361,Municipio
11,Retalhuleu,1101,Retalhuleu,976.98427813,2092.0490755200003,-1115.0647973900004,Municipio
11,Retalhuleu,1102,San Sebastián,21.89508619,162.97743591,-141.08234972,Municipio
11,Retalhuleu,1103,Santa Cruz Muluá,264.68056609,588.37676775,-323.69620166,Municipio
11,Retalhuleu,1104,San Martín Zapotitlán,30.3970884,0.0,30.3970884,Municipio
11,Retalhuleu,1105,San Felipe Retalhuleu,68.60441741999999,31.12371782,37.4806996,Municipio
11,Retalhuleu,1106,San Andrés Villa Seca,793.82988105,1072.2269761,-278.39709505,Municipio
11,Retalhuleu,1107,Champerico,403.40978241,1010.87923085,-607.46944844,Municipio
11,Retalhuleu,1108,Nuevo San Carlos,124.69587135,339.71331564,-215.01744429,Municipio
11,Retalhuleu,1109,El Asintal,144.08387902,454.14737252,-310.06349349999994,Municipio
12,San Marcos,1201,San Marcos,13.29058045,8.03870835,5.2518721,Municipio
12,San Marcos,1202,San Pedro Sacatepéquez,24.74746583,16.08265152,8.66481431,Municipio
12,San Marcos,1203,San Antonio Sacatepéquez,11.84336512,0.17287357,11.67049155,Municipio
12,San Marcos,1204,Comitancillo,3.28217048,0.26365932,3.01851116,Municipio
12,San Marcos,1205,San Miguel Ixtahuacán,35.21553432,1.81274853,33.40278579,Municipio
12,San Marcos,1206,Concepción Tutuapa,24.06061568,1.64002411,22.420591570000003,Municipio
12,San Marcos,1207,Tacaná,99.16226258,184.21448854,-85.05222595999999,Municipio
12,San Marcos,1208,Sibinal,10.99837059,35.10905596,-24.11068537,Municipio
12,San Marcos,1209,Tajumulco,25.81612265,10.77988444,15.03623821,Municipio
12,San Marcos,1210,Tejutla,3.1095869,0.34545679,2.76413011,Municipio
12,San Marcos,1211,San Rafael Pie de la Cuesta,0.0,0.0,0.0,Municipio
12,San Marcos,1212,Nuevo Progreso,107.36617468,517.39636426,-410.03018958000007,Municipio
12,San Marcos,1213,El Tumbador,117.75280469,276.63800718,-158.88520248999998,Municipio
12,San Marcos,1214,El Rodeo,8.56593727,50.72911977,-42.1631825,Municipio
12,San Marcos,1215,Malacatán,93.86349231,1039.60226597,-945.73877366,Municipio
12,San Marcos,1216,Catarina,53.82280487,273.26714721,-219.44434234,Municipio
12,San Marcos,1217,Ayutla,45.80488683,15.03187682,30.77301001,Municipio
12,San Marcos,1218,Ocós,26.62308896,64.05123118,-37.42814222,Municipio
12,San Marcos,1219,San Pablo,42.17564278,409.37540082,-367.19975804,Municipio
12,San Marcos,1220,El Quetzal,9.95631451,45.364455320000005,-35.408140810000006,Municipio
