ambito,perdida_bruta_ha,recuperacion_bruta_ha,perdida_neta_ha,perdida_bruta_anual_ha,recuperacion_bruta_anual_ha,perdida_neta_anual_ha
Guatemala,244394.5698423800,191658.1433130200,52736.4265293600,61098.6424605950,47914.5358282550,13184.1066323400
